x-axis,1,2
second,Volt,Volt
+12.500E-06,+9.876708344E+00,+209.148183E-03
+14.062E-06,+9.876708344E+00,+209.148183E-03
+15.625E-06,+9.876708344E+00,+188.796425E-03
+17.187E-06,+9.930979700E+00,+187.439641E-03
+18.750E-06,+9.934597790E+00,+187.439641E-03
+20.312E-06,+9.876708344E+00,+209.148183E-03
+21.875E-06,+9.930979700E+00,+209.148183E-03
+23.437E-06,+9.876708344E+00,+188.796425E-03
+25.000E-06,+9.930979700E+00,+209.148183E-03
+26.562E-06,+9.934597790E+00,+209.148183E-03
+28.125E-06,+9.876708344E+00,+188.796425E-03
+29.687E-06,+9.930979700E+00,+209.148183E-03
+31.250E-06,+9.934597790E+00,+188.796425E-03
+32.812E-06,+9.876708344E+00,+187.439641E-03
+34.375E-06,+9.930979700E+00,+209.148183E-03
+35.937E-06,+9.876708344E+00,+188.796425E-03
+37.500E-06,+9.876708344E+00,+187.439641E-03
+39.062E-06,+9.876708344E+00,+187.439641E-03
+40.625E-06,+9.876708344E+00,+209.148183E-03
+42.187E-06,+9.930979700E+00,+188.796425E-03
+43.750E-06,+9.876708344E+00,+209.148183E-03
+45.312E-06,+9.876708344E+00,+188.796425E-03
+46.875E-06,+9.930979700E+00,+187.439641E-03
+48.437E-06,+9.934597790E+00,+187.439641E-03
+50.000E-06,+9.876708344E+00,+187.439641E-03
+51.562E-06,+9.930979700E+00,+209.148183E-03
+53.125E-06,+9.934597790E+00,+209.148183E-03
+54.687E-06,+9.876708344E+00,+188.796425E-03
+56.250E-06,+9.930979700E+00,+209.148183E-03
+57.812E-06,+9.876708344E+00,+209.148183E-03
+59.375E-06,+9.876708344E+00,+209.148183E-03
+60.937E-06,+9.876708344E+00,+209.148183E-03
+62.500E-06,+9.930979700E+00,+209.148183E-03
+64.062E-06,+9.934597790E+00,+209.148183E-03
+65.625E-06,+9.934597790E+00,+209.148183E-03
+67.187E-06,+9.934597790E+00,+209.148183E-03
+68.750E-06,+9.934597790E+00,+209.148183E-03
+70.312E-06,+9.934597790E+00,+209.148183E-03
+71.875E-06,+9.934597790E+00,+230.856726E-03
+73.437E-06,+9.988869146E+00,+210.504967E-03
+75.000E-06,+9.934597790E+00,+209.148183E-03
+76.562E-06,+9.934597790E+00,+209.148183E-03
+78.125E-06,+9.934597790E+00,+209.148183E-03
+79.687E-06,+9.934597790E+00,+209.148183E-03
+81.250E-06,+9.934597790E+00,+209.148183E-03
+82.812E-06,+9.934597790E+00,+209.148183E-03
+84.375E-06,+9.934597790E+00,+209.148183E-03
+85.937E-06,+9.934597790E+00,+209.148183E-03
+87.500E-06,+9.988869146E+00,+209.148183E-03
+89.062E-06,+9.876708344E+00,+209.148183E-03
+90.625E-06,+9.930979700E+00,+209.148183E-03
+92.187E-06,+9.876708344E+00,+209.148183E-03
+93.750E-06,+9.930979700E+00,+209.148183E-03
+95.312E-06,+9.934597790E+00,+209.148183E-03
+96.875E-06,+9.934597790E+00,+209.148183E-03
+98.437E-06,+9.934597790E+00,+209.148183E-03
+100.000E-06,+9.934597790E+00,+209.148183E-03
+101.562E-06,+9.934597790E+00,+209.148183E-03
+103.125E-06,+9.934597790E+00,+188.796425E-03
+104.687E-06,+9.934597790E+00,+209.148183E-03
+106.250E-06,+9.876708344E+00,+188.796425E-03
+107.812E-06,+9.930979700E+00,+187.439641E-03
+109.375E-06,+9.876708344E+00,+187.439641E-03
+110.937E-06,+9.930979700E+00,+209.148183E-03
+112.500E-06,+9.876708344E+00,+188.796425E-03
+114.062E-06,+9.930979700E+00,+187.439641E-03
+115.625E-06,+9.876708344E+00,+187.439641E-03
+117.187E-06,+9.930979700E+00,+187.439641E-03
+118.750E-06,+9.934597790E+00,+187.439641E-03
+120.312E-06,+9.934597790E+00,+209.148183E-03
+121.875E-06,+9.934597790E+00,+209.148183E-03
+123.437E-06,+9.934597790E+00,+188.796425E-03
+125.000E-06,+9.876708344E+00,+187.439641E-03
+126.562E-06,+9.930979700E+00,+187.439641E-03
+128.125E-06,+9.876708344E+00,+187.439641E-03
+129.687E-06,+9.876708344E+00,+167.087882E-03
+131.250E-06,+9.930979700E+00,+187.439641E-03
+132.812E-06,+9.934597790E+00,+187.439641E-03
+134.375E-06,+9.876708344E+00,+187.439641E-03
+135.937E-06,+9.876708344E+00,+209.148183E-03
+137.500E-06,+9.930979700E+00,+188.796425E-03
+139.062E-06,+9.934597790E+00,+187.439641E-03
+140.625E-06,+9.934597790E+00,+209.148183E-03
+142.187E-06,+9.934597790E+00,+209.148183E-03
+143.750E-06,+9.934597790E+00,+209.148183E-03
+145.312E-06,+9.934597790E+00,+209.148183E-03
+146.875E-06,+9.876708344E+00,+188.796425E-03
+148.437E-06,+9.930979700E+00,+187.439641E-03
+150.000E-06,+9.934597790E+00,+187.439641E-03
+151.562E-06,+9.934597790E+00,+209.148183E-03
+153.125E-06,+9.876708344E+00,+209.148183E-03
+154.687E-06,+9.876708344E+00,+209.148183E-03
+156.250E-06,+9.876708344E+00,+209.148183E-03
+157.812E-06,+9.930979700E+00,+209.148183E-03
+159.375E-06,+9.934597790E+00,+209.148183E-03
+160.937E-06,+9.934597790E+00,+209.148183E-03
+162.500E-06,+9.934597790E+00,+209.148183E-03
+164.062E-06,+9.934597790E+00,+209.148183E-03
+165.625E-06,+9.934597790E+00,+209.148183E-03
+167.187E-06,+9.876708344E+00,+209.148183E-03
+168.750E-06,+9.930979700E+00,+209.148183E-03
+170.312E-06,+9.934597790E+00,+230.856726E-03
+171.875E-06,+9.934597790E+00,+230.856726E-03
+173.437E-06,+9.934597790E+00,+210.504967E-03
+175.000E-06,+9.934597790E+00,+209.148183E-03
+176.562E-06,+9.934597790E+00,+209.148183E-03
+178.125E-06,+9.934597790E+00,+209.148183E-03
+179.687E-06,+9.876708344E+00,+209.148183E-03
+181.250E-06,+9.930979700E+00,+209.148183E-03
+182.812E-06,+9.934597790E+00,+209.148183E-03
+184.375E-06,+9.934597790E+00,+209.148183E-03
+185.937E-06,+9.934597790E+00,+209.148183E-03
+187.500E-06,+9.934597790E+00,+209.148183E-03
+189.062E-06,+9.876708344E+00,+209.148183E-03
+190.625E-06,+9.876708344E+00,+209.148183E-03
+192.187E-06,+9.876708344E+00,+209.148183E-03
+193.750E-06,+9.876708344E+00,+188.796425E-03
+195.312E-06,+9.930979700E+00,+209.148183E-03
+196.875E-06,+9.876708344E+00,+209.148183E-03
+198.437E-06,+9.876708344E+00,+209.148183E-03
+200.000E-06,+9.876708344E+00,+209.148183E-03
+201.562E-06,+9.930979700E+00,+209.148183E-03
+203.125E-06,+9.934597790E+00,+188.796425E-03
+204.687E-06,+9.934597790E+00,+187.439641E-03
+206.250E-06,+9.934597790E+00,+209.148183E-03
+207.812E-06,+9.876708344E+00,+209.148183E-03
+209.375E-06,+9.876708344E+00,+188.796425E-03
+210.937E-06,+9.876708344E+00,+187.439641E-03
+212.500E-06,+9.876708344E+00,+209.148183E-03
+214.062E-06,+9.876708344E+00,+209.148183E-03
+215.625E-06,+9.876708344E+00,+188.796425E-03
+217.187E-06,+9.876708344E+00,+187.439641E-03
+218.750E-06,+9.930979700E+00,+187.439641E-03
+220.312E-06,+9.934597790E+00,+187.439641E-03
+221.875E-06,+9.934597790E+00,+209.148183E-03
+223.437E-06,+9.934597790E+00,+188.796425E-03
+225.000E-06,+9.934597790E+00,+187.439641E-03
+226.562E-06,+9.934597790E+00,+187.439641E-03
+228.125E-06,+9.876708344E+00,+209.148183E-03
+229.687E-06,+9.876708344E+00,+209.148183E-03
+231.250E-06,+9.930979700E+00,+188.796425E-03
+232.812E-06,+9.934597790E+00,+209.148183E-03
+234.375E-06,+9.876708344E+00,+188.796425E-03
+235.937E-06,+9.930979700E+00,+187.439641E-03
+237.500E-06,+9.934597790E+00,+209.148183E-03
+239.062E-06,+9.876708344E+00,+209.148183E-03
+240.625E-06,+9.930979700E+00,+209.148183E-03
+242.187E-06,+9.934597790E+00,+209.148183E-03
+243.750E-06,+9.934597790E+00,+209.148183E-03
+245.312E-06,+9.934597790E+00,+209.148183E-03
+246.875E-06,+9.934597790E+00,+209.148183E-03
+248.437E-06,+9.934597790E+00,+209.148183E-03
+250.000E-06,+9.876708344E+00,+209.148183E-03
+251.562E-06,+9.876708344E+00,+230.856726E-03
+253.125E-06,+9.930979700E+00,+188.796425E-03
+254.687E-06,+9.934597790E+00,+209.148183E-03
+256.250E-06,+9.934597790E+00,+209.148183E-03
+257.812E-06,+9.934597790E+00,+230.856726E-03
+259.375E-06,+9.934597790E+00,+210.504967E-03
+260.937E-06,+9.934597790E+00,+209.148183E-03
+262.500E-06,+9.934597790E+00,+209.148183E-03
+264.062E-06,+9.934597790E+00,+209.148183E-03
+265.625E-06,+9.876708344E+00,+209.148183E-03
+267.187E-06,+9.930979700E+00,+209.148183E-03
+268.750E-06,+9.934597790E+00,+209.148183E-03
+270.312E-06,+9.934597790E+00,+209.148183E-03
+271.875E-06,+9.934597790E+00,+209.148183E-03
+273.437E-06,+9.934597790E+00,+209.148183E-03
+275.000E-06,+9.934597790E+00,+209.148183E-03
+276.562E-06,+9.876708344E+00,+209.148183E-03
+278.125E-06,+9.930979700E+00,+209.148183E-03
+279.687E-06,+9.876708344E+00,+209.148183E-03
+281.250E-06,+9.876708344E+00,+209.148183E-03
+282.812E-06,+9.930979700E+00,+209.148183E-03
+284.375E-06,+9.934597790E+00,+209.148183E-03
+285.937E-06,+9.934597790E+00,+209.148183E-03
+287.500E-06,+9.876708344E+00,+209.148183E-03
+289.062E-06,+9.876708344E+00,+188.796425E-03
+290.625E-06,+9.876708344E+00,+187.439641E-03
+292.187E-06,+9.930979700E+00,+187.439641E-03
+293.750E-06,+9.876708344E+00,+187.439641E-03
+295.312E-06,+9.876708344E+00,+187.439641E-03
+296.875E-06,+9.930979700E+00,+187.439641E-03
+298.437E-06,+9.876708344E+00,+209.148183E-03
+300.000E-06,+9.930979700E+00,+188.796425E-03
+301.562E-06,+9.876708344E+00,+187.439641E-03
+303.125E-06,+9.876708344E+00,+209.148183E-03
+304.687E-06,+9.876708344E+00,+209.148183E-03
+306.250E-06,+9.930979700E+00,+188.796425E-03
+307.812E-06,+9.934597790E+00,+209.148183E-03
+309.375E-06,+9.934597790E+00,+209.148183E-03
+310.937E-06,+9.876708344E+00,+188.796425E-03
+312.500E-06,+9.930979700E+00,+187.439641E-03
+314.062E-06,+9.876708344E+00,+209.148183E-03
+315.625E-06,+9.876708344E+00,+188.796425E-03
+317.187E-06,+9.930979700E+00,+209.148183E-03
+318.750E-06,+9.934597790E+00,+188.796425E-03
+320.312E-06,+9.876708344E+00,+187.439641E-03
+321.875E-06,+9.876708344E+00,+209.148183E-03
+323.437E-06,+9.930979700E+00,+188.796425E-03
+325.000E-06,+9.934597790E+00,+209.148183E-03
+326.562E-06,+9.934597790E+00,+209.148183E-03
+328.125E-06,+9.876708344E+00,+188.796425E-03
+329.687E-06,+9.876708344E+00,+187.439641E-03
+331.250E-06,+9.930979700E+00,+209.148183E-03
+332.812E-06,+9.876708344E+00,+209.148183E-03
+334.375E-06,+9.930979700E+00,+209.148183E-03
+335.937E-06,+9.934597790E+00,+209.148183E-03
+337.500E-06,+9.934597790E+00,+188.796425E-03
+339.062E-06,+9.934597790E+00,+209.148183E-03
+340.625E-06,+9.934597790E+00,+188.796425E-03
+342.187E-06,+9.934597790E+00,+209.148183E-03
+343.750E-06,+9.934597790E+00,+209.148183E-03
+345.312E-06,+9.934597790E+00,+209.148183E-03
+346.875E-06,+9.934597790E+00,+230.856726E-03
+348.437E-06,+9.934597790E+00,+210.504967E-03
+350.000E-06,+9.934597790E+00,+188.796425E-03
+351.562E-06,+9.934597790E+00,+209.148183E-03
+353.125E-06,+9.934597790E+00,+188.796425E-03
+354.687E-06,+9.934597790E+00,+209.148183E-03
+356.250E-06,+9.934597790E+00,+188.796425E-03
+357.812E-06,+9.934597790E+00,+230.856726E-03
+359.375E-06,+9.876708344E+00,+210.504967E-03
+360.937E-06,+9.876708344E+00,+209.148183E-03
+362.500E-06,+9.930979700E+00,+209.148183E-03
+364.062E-06,+9.934597790E+00,+209.148183E-03
+365.625E-06,+9.934597790E+00,+209.148183E-03
+367.187E-06,+9.934597790E+00,+188.796425E-03
+368.750E-06,+9.934597790E+00,+209.148183E-03
+370.312E-06,+9.934597790E+00,+230.856726E-03
+371.875E-06,+9.934597790E+00,+210.504967E-03
+373.437E-06,+9.934597790E+00,+209.148183E-03
+375.000E-06,+9.934597790E+00,+209.148183E-03
+376.562E-06,+9.934597790E+00,+209.148183E-03
+378.125E-06,+9.876708344E+00,+209.148183E-03
+379.687E-06,+9.930979700E+00,+209.148183E-03
+381.250E-06,+9.934597790E+00,+188.796425E-03
+382.812E-06,+9.876708344E+00,+187.439641E-03
+384.375E-06,+9.930979700E+00,+187.439641E-03
+385.937E-06,+9.934597790E+00,+187.439641E-03
+387.500E-06,+9.934597790E+00,+187.439641E-03
+389.062E-06,+9.876708344E+00,+187.439641E-03
+390.625E-06,+9.930979700E+00,+209.148183E-03
+392.187E-06,+9.876708344E+00,+209.148183E-03
+393.750E-06,+9.876708344E+00,+188.796425E-03
+395.312E-06,+9.930979700E+00,+187.439641E-03
+396.875E-06,+9.876708344E+00,+187.439641E-03
+398.437E-06,+9.876708344E+00,+209.148183E-03
+400.000E-06,+9.876708344E+00,+209.148183E-03
+401.562E-06,+9.930979700E+00,+209.148183E-03
+403.125E-06,+9.934597790E+00,+188.796425E-03
+404.687E-06,+9.934597790E+00,+187.439641E-03
+406.250E-06,+9.876708344E+00,+187.439641E-03
+407.812E-06,+9.930979700E+00,+187.439641E-03
+409.375E-06,+9.876708344E+00,+209.148183E-03
+410.937E-06,+9.930979700E+00,+209.148183E-03
+412.500E-06,+9.876708344E+00,+188.796425E-03
+414.062E-06,+9.930979700E+00,+209.148183E-03
+415.625E-06,+9.876708344E+00,+209.148183E-03
+417.187E-06,+9.930979700E+00,+209.148183E-03
+418.750E-06,+9.934597790E+00,+209.148183E-03
+420.312E-06,+9.934597790E+00,+209.148183E-03
+421.875E-06,+9.876708344E+00,+209.148183E-03
+423.437E-06,+9.930979700E+00,+209.148183E-03
+425.000E-06,+9.934597790E+00,+209.148183E-03
+426.562E-06,+9.934597790E+00,+209.148183E-03
+428.125E-06,+9.934597790E+00,+188.796425E-03
+429.687E-06,+9.934597790E+00,+209.148183E-03
+431.250E-06,+9.934597790E+00,+209.148183E-03
+432.812E-06,+9.934597790E+00,+188.796425E-03
+434.375E-06,+9.934597790E+00,+209.148183E-03
+435.937E-06,+9.876708344E+00,+209.148183E-03
+437.500E-06,+9.930979700E+00,+209.148183E-03
+439.062E-06,+9.934597790E+00,+209.148183E-03
+440.625E-06,+9.934597790E+00,+209.148183E-03
+442.187E-06,+9.934597790E+00,+209.148183E-03
+443.750E-06,+9.934597790E+00,+209.148183E-03
+445.312E-06,+9.934597790E+00,+230.856726E-03
+446.875E-06,+9.934597790E+00,+210.504967E-03
+448.437E-06,+9.934597790E+00,+209.148183E-03
+450.000E-06,+9.876708344E+00,+188.796425E-03
+451.562E-06,+9.930979700E+00,+209.148183E-03
+453.125E-06,+9.934597790E+00,+209.148183E-03
+454.687E-06,+9.934597790E+00,+209.148183E-03
+456.250E-06,+9.934597790E+00,+230.856726E-03
+457.812E-06,+9.876708344E+00,+210.504967E-03
+459.375E-06,+9.930979700E+00,+209.148183E-03
+460.937E-06,+9.934597790E+00,+209.148183E-03
+462.500E-06,+9.934597790E+00,+209.148183E-03
+464.062E-06,+9.876708344E+00,+209.148183E-03
+465.625E-06,+9.930979700E+00,+188.796425E-03
+467.187E-06,+9.934597790E+00,+209.148183E-03
+468.750E-06,+9.934597790E+00,+209.148183E-03
+470.312E-06,+9.934597790E+00,+209.148183E-03
+471.875E-06,+9.876708344E+00,+209.148183E-03
+473.437E-06,+9.930979700E+00,+209.148183E-03
+475.000E-06,+9.876708344E+00,+209.148183E-03
+476.562E-06,+9.930979700E+00,+188.796425E-03
+478.125E-06,+9.934597790E+00,+187.439641E-03
+479.687E-06,+9.934597790E+00,+187.439641E-03
+481.250E-06,+9.934597790E+00,+187.439641E-03
+482.812E-06,+9.876708344E+00,+187.439641E-03
+484.375E-06,+9.876708344E+00,+209.148183E-03
+485.937E-06,+9.930979700E+00,+188.796425E-03
+487.500E-06,+9.934597790E+00,+209.148183E-03
+489.062E-06,+9.876708344E+00,+209.148183E-03
+490.625E-06,+9.930979700E+00,+188.796425E-03
+492.187E-06,+9.934597790E+00,+187.439641E-03
+493.750E-06,+9.934597790E+00,+187.439641E-03
+495.312E-06,+9.934597790E+00,+187.439641E-03
+496.875E-06,+9.934597790E+00,+187.439641E-03
+498.437E-06,+9.934597790E+00,+187.439641E-03
