# RF-Ampl./V | T/μs [0.4]| T/μs [0.49]
 2, 2620, 3440
 3, 1780, 2260
 4, 1280, 1820
 5,  960, 1470
 6,  760, 1230
 7,  680, 1040
 8,  540,  900
 9,  560,  820
10,  480,  710
