# z/mm | B(z)/mT
 80,   0
 85,   3
 90,  14
 95,  68
 97, 131
 99, 215
100, 316
101, 353
103, 392
105, 415
107, 417
109, 419
110, 423
111, 416
113, 407
115, 389
117, 346
119, 270
120, 217
121, 158
123,  86
125,  42
130,   9
135,   2
140,   0
