# Interferenzfilter || Probe 1 | Rot oben/unten || Probe 2 | Rot oben/unten || Probe 0 | Rot oben/unten
# Lambda/μm || Grad | Bogenmaß || Grad | Bogenmaß || Grad | Bogenmaß
1.06,  175, 30, 173,  0, 175,  0, 173, 10, 310,  0, 277,  0
1.29,  171, 30, 172, 10, 172, 10, 166,  5, 310,  5, 289,  5
1.45,  167, 30, 165, 10, 170,  5, 166, 10, 302,  0, 291, 10
1.72,  170, 20, 171,  0, 169,  0, 170, 10, 303, 10, 292, 20
1.96,  176, 10, 170, 20, 175, 20, 170, 50, 297,  0, 291,  0
2.156, 172, 40, 177, 50, 174, 30, 167, 40, 298, 10, 292, 20
2.34,  187, 30, 188, 10, 191, 20, 186,  0, 145, 20, 133, 30
2.51,  213, 30, 198, 50, 209, 10, 194, 10, 216,  0, 218,  4
2.65,  179, 40, 170,  0, 243, 20, 230,  0, 301, 60, 292, 10
