# Diode/mm|I/μA,
-10, 0.57
 -9, 0.79
 -8, 0.93
 -7, 1.13
 -6, 1.3
 -5, 1.55
 -4, 1.81
 -3, 1.75
 -2, 2.17
 -1, 2.21
  0, 2.22
  1, 2.23
  2, 2.14
  3, 1.97
  4, 1.7
  5, 1.4
  6, 1.21
  7, 0.91
  8, 0.63
  9, 0.47
 10, 0.293
