# x-axis,1,2
# second,Volt,Volt
-535.155773E-03,-1.993575394E+00
-285.587937E-03,-1.280510045E+00
+0.0E+00,-749.856762E-03
+246.994972E-03,-136.288904E-03
+452.824116E-03,+394.364379E-03
+658.653259E-03,+1.013459876E+00
+987.979889E-03,+1.632555373E+00
+1.070311546E+00,+2.251650870E+00
+1.481969833E+00,+2.693861939E+00
+1.646633148E+00,+3.312957436E+00
+1.852462292E+00,+3.755168505E+00
+2.017125607E+00,+4.462706216E+00
+2.222954750E+00,+5.081801713E+00
+2.387618065E+00,+5.524012782E+00
+2.552281380E+00,+6.143108279E+00
+2.716944695E+00,+6.496877134E+00
+2.799276352E+00,+6.939088203E+00
+2.922773838E+00,+7.381299272E+00
+3.087437153E+00,+7.558183700E+00
+3.210934639E+00,+7.558183700E+00
+3.210934639E+00,+7.558183700E+00
+3.293266296E+00,+7.552656061E+00
+3.375597954E+00,+7.469741486E+00
+3.457929611E+00,+7.558183700E+00
+3.457929611E+00,+7.552656061E+00
+3.457929611E+00,+7.469741486E+00
+3.496522576E+00,+7.469741486E+00
+3.416763783E+00,+7.469741486E+00
+3.414190918E+00,+7.552656061E+00
+3.331859261E+00,+7.469741486E+00
+3.249527603E+00,+7.469741486E+00
+3.208361775E+00,+7.552656061E+00
+3.126030117E+00,+7.469741486E+00
+2.961366802E+00,+7.552656061E+00
+2.755537659E+00,+7.469741486E+00
+2.673206002E+00,+7.464213848E+00
+2.508542687E+00,+7.110444992E+00
+2.385045201E+00,+6.402907282E+00
+2.261547714E+00,+6.137580640E+00
+2.096884400E+00,+5.518485143E+00
+1.808723599E+00,+4.899389646E+00
+1.520562798E+00,+4.634063005E+00
+1.438231140E+00,+4.103409722E+00
+1.273567826E+00,+3.484314225E+00
+985.407025E-03,+3.042103156E+00
+697.246224E-03,+2.511449873E+00
+532.582909E-03,+1.980796590E+00
+38.592964E-03,+1.361701093E+00
-82.331657E-03,+742.605596E-03
-452.824116E-03,-53.374328E-03
-535.155773E-03,-318.700970E-03
-905.648232E-03,-843.826614E-03
-1.152643204E+00,-1.374479897E+00
-1.234974861E+00,-1.993575394E+00
-1.605467319E+00,-2.701113105E+00
-1.811296463E+00,-3.320208602E+00
-2.058291435E+00,-3.585535243E+00
-2.264120579E+00,-4.293072954E+00
-2.305286407E+00,-5.089052878E+00
-2.511115551E+00,-5.354379520E+00
-2.716944695E+00,-6.150359444E+00
-2.881608009E+00,-6.857897155E+00
-3.046271324E+00,-7.034781583E+00
-3.169768810E+00,-7.300108224E+00
-3.293266296E+00,-7.383022800E+00
-3.375597954E+00,-7.300108224E+00
-3.499095440E+00,-7.300108224E+00
-3.581427097E+00,-7.300108224E+00
-3.581427097E+00,-7.300108224E+00
-3.663758755E+00,-7.300108224E+00
-3.663758755E+00,-7.300108224E+00
-3.702351719E+00,-7.300108224E+00
-3.663758755E+00,-7.294580586E+00
-3.661185890E+00,-7.211666010E+00
-3.581427097E+00,-7.294580586E+00
-3.578854233E+00,-7.211666010E+00
-3.496522576E+00,-7.300108224E+00
-3.414190918E+00,-7.294580586E+00
-3.373025090E+00,-7.211666010E+00
-3.208361775E+00,-7.294580586E+00
-3.167195946E+00,-7.211666010E+00
-3.002532631E+00,-7.211666010E+00
-2.837869316E+00,-7.211666010E+00
-2.755537659E+00,-7.211666010E+00
-2.467376858E+00,-7.206138372E+00
-2.385045201E+00,-6.587042875E+00
-2.220381886E+00,-5.791062951E+00
-1.973386914E+00,-5.260409668E+00
-1.808723599E+00,-4.818198598E+00
-1.561728626E+00,-4.287545315E+00
-1.314733654E+00,-3.845334246E+00
-1.067738682E+00,-3.226238749E+00
-738.412052E-03,-2.341816611E+00
-573.748738E-03,-1.811163328E+00
-326.753765E-03,-1.280510045E+00
-120.924622E-03,-578.499973E-03
+205.829144E-03,-136.288904E-03
+535.155773E-03,+659.691021E-03
+699.819088E-03,+925.017662E-03
+864.482403E-03,+1.632555373E+00
+1.070311546E+00,+2.163208656E+00
+1.440804005E+00,+2.605419725E+00
+1.564301491E+00,+3.224515222E+00
+1.728964806E+00,+3.489841864E+00
+1.934793949E+00,+4.020495147E+00
+2.222954750E+00,+4.904917285E+00
+2.346452236E+00,+5.347128354E+00
+2.469949722E+00,+5.877781637E+00
+2.675778866E+00,+6.319992706E+00
+2.799276352E+00,+7.381299272E+00
+2.881608009E+00,+7.646625914E+00
+3.087437153E+00,+7.641098275E+00
+3.169768810E+00,+7.558183700E+00
+3.252100468E+00,+7.558183700E+00
+3.334432125E+00,+7.558183700E+00
+3.375597954E+00,+7.558183700E+00
+3.457929611E+00,+7.558183700E+00
+3.457929611E+00,+7.558183700E+00
+3.496522576E+00,+7.558183700E+00
+3.457929611E+00,+7.552656061E+00
+3.455356747E+00,+7.469741486E+00
+3.373025090E+00,+7.469741486E+00
+3.331859261E+00,+7.469741486E+00
+3.249527603E+00,+7.469741486E+00
+3.208361775E+00,+7.552656061E+00
+3.043698460E+00,+7.469741486E+00
+2.961366802E+00,+7.469741486E+00
