# x-axis,1,2
# second,Volt,Volt
+2.879035145E+00,+7.469741486E+00
+2.714371830E+00,+7.464213848E+00
+2.632040173E+00,+7.022002778E+00
+2.467376858E+00,+6.402907282E+00
+2.179216057E+00,+6.049138426E+00
+2.014552742E+00,+5.695369571E+00
+1.891055256E+00,+5.253158502E+00
+1.602894455E+00,+4.810947433E+00
+1.317306519E+00,+4.014967508E+00
+1.314733654E+00,+3.395872011E+00
+1.067738682E+00,+3.042103156E+00
+738.412052E-03,+2.334565445E+00
+573.748738E-03,+1.627027735E+00
+244.422108E-03,+1.184816665E+00
-123.497486E-03,+919.490024E-03
-411.658287E-03,+211.952313E-03
-658.653259E-03,-53.374328E-03
-864.482403E-03,-578.499973E-03
-1.193809032E+00,-1.462922111E+00
-1.440804005E+00,-2.258902036E+00
-1.605467319E+00,-2.701113105E+00
-1.852462292E+00,-3.320208602E+00
-1.934793949E+00,-3.497093029E+00
-2.181788921E+00,-4.381515168E+00
-2.387618065E+00,-5.000610664E+00
-2.469949722E+00,-5.531263947E+00
-2.675778866E+00,-5.885032803E+00
-2.922773838E+00,-6.327243872E+00
-3.087437153E+00,-6.857897155E+00
-3.169768810E+00,-7.383022800E+00
-3.293266296E+00,-7.211666010E+00
-3.375597954E+00,-7.300108224E+00
-3.499095440E+00,-7.300108224E+00
-3.499095440E+00,-7.300108224E+00
-3.622592926E+00,-7.300108224E+00
-3.622592926E+00,-7.300108224E+00
-3.663758755E+00,-7.300108224E+00
-3.702351719E+00,-7.294580586E+00
-3.663758755E+00,-7.211666010E+00
-3.663758755E+00,-7.211666010E+00
-3.661185890E+00,-7.211666010E+00
-3.620020062E+00,-7.300108224E+00
-3.496522576E+00,-7.294580586E+00
-3.455356747E+00,-7.211666010E+00
-3.331859261E+00,-7.300108224E+00
-3.249527603E+00,-7.294580586E+00
-3.208361775E+00,-7.211666010E+00
-3.084864289E+00,-7.300108224E+00
-2.837869316E+00,-7.294580586E+00
-2.755537659E+00,-7.206138372E+00
-2.549708515E+00,-7.117696158E+00
-2.343879372E+00,-6.763927303E+00
-2.179216057E+00,-5.791062951E+00
-2.096884400E+00,-5.260409668E+00
-1.808723599E+00,-4.729756385E+00
-1.561728626E+00,-4.464429743E+00
-1.397065312E+00,-3.668449819E+00
-985.407025E-03,-2.960912108E+00
-903.075367E-03,-2.253374397E+00
-656.080395E-03,-1.811163328E+00
-326.753765E-03,-1.545836687E+00
-38.592964E-03,-578.499973E-03
+123.497486E-03,-136.288904E-03
+370.492458E-03,+217.479952E-03
+658.653259E-03,+836.575449E-03
+905.648232E-03,+1.632555373E+00
+1.111477375E+00,+2.340093084E+00
+1.440804005E+00,+2.693861939E+00
+1.564301491E+00,+3.224515222E+00
+1.811296463E+00,+3.578284077E+00
+2.017125607E+00,+4.197379574E+00
+2.099457264E+00,+4.904917285E+00
+2.428783894E+00,+5.612454996E+00
+2.469949722E+00,+6.054666065E+00
+2.634613037E+00,+6.408434920E+00
+2.840442181E+00,+7.115972631E+00
+2.840442181E+00,+7.641098275E+00
+3.005105495E+00,+7.469741486E+00
+3.128602982E+00,+7.641098275E+00
+3.210934639E+00,+7.552656061E+00
+3.334432125E+00,+7.469741486E+00
+3.416763783E+00,+7.558183700E+00
+3.416763783E+00,+7.552656061E+00
+3.457929611E+00,+7.469741486E+00
+3.499095440E+00,+7.552656061E+00
+3.496522576E+00,+7.469741486E+00
+3.455356747E+00,+7.558183700E+00
+3.373025090E+00,+7.552656061E+00
+3.334432125E+00,+7.469741486E+00
+3.331859261E+00,+7.469741486E+00
+3.208361775E+00,+7.552656061E+00
+3.084864289E+00,+7.469741486E+00
+3.043698460E+00,+7.469741486E+00
+2.837869316E+00,+7.469741486E+00
+2.714371830E+00,+7.464213848E+00
+2.590874344E+00,+7.198887206E+00
+2.467376858E+00,+6.579791709E+00
+2.261547714E+00,+6.049138426E+00
+1.973386914E+00,+5.606927357E+00
+1.808723599E+00,+5.076274074E+00
+1.726391941E+00,+4.722505219E+00
+1.355899483E+00,+4.103409722E+00
+1.191236168E+00,+3.572756439E+00
+1.026572853E+00,+3.130545370E+00
+697.246224E-03,+2.688334301E+00
+532.582909E-03,+1.980796590E+00
+203.256279E-03,+1.361701093E+00
-41.165829E-03,+831.047810E-03
-329.326630E-03,+477.278955E-03
-576.321602E-03,-141.816542E-03
-740.984917E-03,-1.109153256E+00
-1.029145718E+00,-1.286037683E+00
-1.399638176E+00,-1.905133180E+00
-1.481969833E+00,-2.789555319E+00
-1.811296463E+00,-3.320208602E+00
-1.852462292E+00,-3.850861885E+00
-2.140623093E+00,-4.469957381E+00
-2.305286407E+00,-4.646841809E+00
-2.552281380E+00,-5.442821734E+00
-2.716944695E+00,-6.061917230E+00
-2.922773838E+00,-6.415686086E+00
-3.005105495E+00,-6.946339369E+00
-3.169768810E+00,-7.383022800E+00
-3.252100468E+00,-7.300108224E+00
-3.375597954E+00,-7.300108224E+00
-3.457929611E+00,-7.300108224E+00
-3.540261269E+00,-7.300108224E+00
-3.581427097E+00,-7.300108224E+00
-3.663758755E+00,-7.383022800E+00
-3.663758755E+00,-7.211666010E+00
-3.663758755E+00,-7.300108224E+00
-3.663758755E+00,-7.300108224E+00
-3.661185890E+00,-7.300108224E+00
-3.620020062E+00,-7.383022800E+00
-3.578854233E+00,-7.294580586E+00
-3.499095440E+00,-7.211666010E+00
-3.496522576E+00,-7.294580586E+00
-3.414190918E+00,-7.211666010E+00
-3.290693432E+00,-7.211666010E+00
-3.167195946E+00,-7.211666010E+00
-2.961366802E+00,-7.300108224E+00
-2.920200974E+00,-7.294580586E+00
-2.673206002E+00,-7.211666010E+00
-2.508542687E+00,-7.294580586E+00
-2.426211029E+00,-7.117696158E+00
-2.220381886E+00,-5.879505164E+00
-2.014552742E+00,-5.171967454E+00
-1.685226113E+00,-4.995083026E+00
-1.561728626E+00,-4.110660888E+00
-1.355899483E+00,-3.845334246E+00
-1.150070339E+00,-2.960912108E+00
-779.577881E-03,-2.430258825E+00
-738.412052E-03,-2.076489970E+00
-285.587937E-03,-1.368952259E+00
-162.090451E-03,-1.015183404E+00
+246.994972E-03,-313.173331E-03
+329.326630E-03,+129.037738E-03
+740.984917E-03,+748.133235E-03
+905.648232E-03,+1.455670945E+00
+1.070311546E+00,+2.340093084E+00
+1.399638176E+00,+2.516977511E+00
+1.481969833E+00,+2.959188581E+00
+1.811296463E+00,+3.755168505E+00
+2.099457264E+00,+4.462706216E+00
+2.140623093E+00,+4.551148430E+00
+2.428783894E+00,+5.258686140E+00
+2.469949722E+00,+5.700897209E+00
+2.634613037E+00,+6.319992706E+00
+2.799276352E+00,+7.115972631E+00
+2.922773838E+00,+7.646625914E+00
+3.005105495E+00,+7.729540489E+00
+3.087437153E+00,+7.469741486E+00
+3.252100468E+00,+7.558183700E+00
+3.252100468E+00,+7.552656061E+00
+3.375597954E+00,+7.469741486E+00
+3.416763783E+00,+7.558183700E+00
+3.416763783E+00,+7.558183700E+00
+3.499095440E+00,+7.558183700E+00
+3.496522576E+00,+7.558183700E+00
+3.455356747E+00,+7.558183700E+00
+3.414190918E+00,+7.558183700E+00
+3.334432125E+00,+7.558183700E+00
+3.331859261E+00,+7.552656061E+00
+3.249527603E+00,+7.469741486E+00
+3.167195946E+00,+7.469741486E+00
+3.002532631E+00,+7.469741486E+00
+2.879035145E+00,+7.469741486E+00
+2.714371830E+00,+7.552656061E+00
+2.673206002E+00,+7.022002778E+00
+2.467376858E+00,+6.402907282E+00
+2.261547714E+00,+6.137580640E+00
+2.055718571E+00,+5.695369571E+00
+1.849889427E+00,+5.430042929E+00
