# Abschwaecher Methode
# daempf(max)[mm/dB] daempf(min)[mm/dB] d_max[mm] d_min[mm] d_kurzschluss[mm] U_max[mV] U_min[mV]
5 46 3 16 68.4 82.4 3.72 12 12
